,index,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit,rep
0,0,1,0.8366666666666666,0.9447603019573891,0.9993502235839818,3.6500611305236816,4.1778,50.0,1.0,0
1,1,2,0.5747581026503735,0.9034123619130893,0.9733084527956954,78.05157995223999,4.1778,50.0,266.0,0
2,2,MapOutlier,,,,0.0,4.1778,,,0
3,3,Avedmat,,,,0.003793478012084961,,,,0
4,0,1,0.8244444444444445,0.9463184722702515,0.9993688791580893,2.532109260559082,4.17461,50.0,1.0,1
5,1,2,0.5813334655865651,0.9045141960393106,0.9738241649550964,123.4787380695343,4.17461,50.0,266.0,1
6,2,MapOutlier,,,,0.0,4.17461,,,1
7,3,Avedmat,,,,0.003793478012084961,,,,1
8,0,1,0.8344444444444443,0.9419908913819973,0.9993594244610183,3.26407790184021,4.24979,50.0,1.0,2
9,1,2,0.5775962932192309,0.9030495042594442,0.9740206965805148,105.11861872673035,4.24979,50.0,266.0,2
10,2,MapOutlier,,,,0.0,4.24979,,,2
11,3,Avedmat,,,,0.003793478012084961,,,,2
12,0,1,0.8222222222222223,0.9465173328426053,0.9994131273699938,3.418849229812622,4.32386,50.0,1.0,3
13,1,2,0.5767660605044885,0.9039536856581899,0.9743864435428059,127.16920113563538,4.32386,50.0,266.0,3
14,2,MapOutlier,,,,0.0,4.32386,,,3
15,3,Avedmat,,,,0.003793478012084961,,,,3
16,0,1,0.8255555555555555,0.9469090619935542,0.9993862954559088,3.937666893005371,4.23236,50.0,1.0,4
17,1,2,0.5787209944883331,0.9036390397918029,0.9740617575937762,123.2623918056488,4.23236,50.0,266.0,4
18,2,MapOutlier,,,,0.0,4.23236,,,4
19,3,Avedmat,,,,0.003793478012084961,,,,4
20,0,1,0.8255555555555555,0.9475744855631475,0.9993915321015873,7.095412492752075,4.25098,50.0,1.0,5
21,1,2,0.5800089805107966,0.9044031333839917,0.9742798781373615,161.86667323112488,4.25098,50.0,266.0,5
22,2,MapOutlier,,,,0.0,4.25098,,,5
23,3,Avedmat,,,,0.003793478012084961,,,,5
24,0,1,0.8344444444444444,0.9455666436148252,0.9993914510553449,4.779583930969238,4.25641,50.0,1.0,6
25,1,2,0.5760425205887423,0.903670431519031,0.9739298205517929,164.57287406921387,4.25641,50.0,266.0,6
26,2,MapOutlier,,,,0.0,4.25641,,,6
27,3,Avedmat,,,,0.003793478012084961,,,,6
28,0,1,0.7749999999999999,0.9410619922579934,0.9993754742514201,2.380807399749756,4.20204,50.0,1.0,7
29,1,2,0.577250091776487,0.9033572731728566,0.9738517863821086,175.81832432746887,4.20204,50.0,266.0,7
30,2,MapOutlier,,,,0.0,4.20204,,,7
31,3,Avedmat,,,,0.003793478012084961,,,,7
32,0,1,0.8266666666666667,0.9466227344833519,0.9993458083110001,2.7909469604492188,4.10135,50.0,1.0,8
33,1,2,0.5765612275748884,0.9028223400706585,0.9734173971897249,206.4951364994049,4.10135,50.0,266.0,8
34,2,MapOutlier,,,,0.0,4.10135,,,8
35,3,Avedmat,,,,0.003793478012084961,,,,8
36,0,1,0.831111111111111,0.9467517420172297,0.9993856876511998,3.42486572265625,4.2346,50.0,1.0,9
37,1,2,0.5772839664622388,0.9032241773474952,0.9738251714451074,154.83442282676697,4.2346,50.0,266.0,9
38,2,MapOutlier,,,,0.0,4.2346,,,9
39,3,Avedmat,,,,0.003793478012084961,,,,9
