,index,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit,rep
0,0,1,0.647843137254902,0.912207968905058,0.9943514996752804,5.7108495235443115,5.68203,51.0,1.0,0
1,1,2,0.4258939657877453,0.834801702891131,0.8668470512497529,151.9119474887848,5.68203,51.0,200.0,0
2,2,MapOutlier,,,,0.0,5.68203,,,0
3,3,Avedmat,,,,0.0187253952026367,,,,0
4,0,1,0.6777777777777778,0.9119977200480632,0.9944284867894708,5.192801475524902,5.60682,51.0,1.0,1
5,1,2,0.4245615017590868,0.8336973218168777,0.8695024434135833,148.71197295188904,5.60682,51.0,200.0,1
6,2,MapOutlier,,,,0.0,5.60682,,,1
7,3,Avedmat,,,,0.0187253952026367,,,,1
8,0,1,0.6799346405228758,0.911398320669983,0.9945320527739469,6.139849662780762,5.8932,51.0,1.0,2
9,1,2,0.417892487580657,0.8313370574984353,0.8690986876758826,243.19421124458313,5.8932,51.0,200.0,2
10,2,MapOutlier,,,,0.0,5.8932,,,2
11,3,Avedmat,,,,0.0187253952026367,,,,2
12,0,1,0.6412418300653595,0.9119738402102378,0.9948544398664269,14.009300231933594,6.04789,51.0,1.0,3
13,1,2,0.4363472872114724,0.8358548318621277,0.8625298709934412,212.9088578224182,6.04789,51.0,200.0,3
14,2,MapOutlier,,,,0.0,6.04789,,,3
15,3,Avedmat,,,,0.0187253952026367,,,,3
16,0,1,0.6523529411764706,0.914418353988498,0.9943772500517734,4.610312223434448,5.93257,51.0,1.0,4
17,1,2,0.4278083700518332,0.8363523183319155,0.8683269892325024,167.9379243850708,5.93257,51.0,200.0,4
18,2,MapOutlier,,,,0.0,5.93257,,,4
19,3,Avedmat,,,,0.0187253952026367,,,,4
20,0,1,0.6562091503267974,0.9072413411945632,0.9946847671087626,12.14702320098877,5.79114,51.0,1.0,5
21,1,2,0.4247825948780188,0.8337226278072851,0.8625119352469126,241.40615344047544,5.79114,51.0,200.0,5
22,2,MapOutlier,,,,0.0,5.79114,,,5
23,3,Avedmat,,,,0.0129280090332031,,,,5
24,0,1,0.7031412565026011,0.9169557034196512,0.994706444927403,5.586194038391113,5.71349,51.0,1.0,6
25,1,2,0.4418033341042501,0.841699350304815,0.8729502431148953,222.0541398525238,5.71349,51.0,200.0,6
26,2,MapOutlier,,,,0.0,5.71349,,,6
27,3,Avedmat,,,,0.0129280090332031,,,,6
28,0,1,0.7058490062691744,0.92090693974141,0.9951194948205542,4.784919738769531,5.86356,51.0,1.0,7
29,1,2,0.4355228240434567,0.8390134050345271,0.8659211926132456,187.84108924865723,5.86356,51.0,200.0,7
30,2,MapOutlier,,,,0.0,5.86356,,,7
31,3,Avedmat,,,,0.0129280090332031,,,,7
32,0,1,0.6655062024809925,0.9085743224228184,0.9934230073392656,4.554098129272461,5.43012,51.0,1.0,8
33,1,2,0.4264835903703904,0.8343000120694898,0.8664116943877918,159.5489161014557,5.43012,51.0,200.0,8
34,2,MapOutlier,,,,0.0,5.43012,,,8
35,3,Avedmat,,,,0.0129280090332031,,,,8
36,0,1,0.7087434973989596,0.920822936600451,0.9949673297824226,5.395457029342651,5.64812,51.0,1.0,9
37,1,2,0.4367461462558125,0.8388618340767522,0.8642769820320473,207.2353174686432,5.64812,51.0,200.0,9
38,2,MapOutlier,,,,0.0,5.64812,,,9
39,3,Avedmat,,,,0.0129280090332031,,,,9
40,0,1,0.6894291049753234,0.925361398160253,0.9953037855015104,5.269510507583618,6.02274,51.0,1.0,10
41,1,2,0.428546640559184,0.8348596476606842,0.8728320678953506,312.6901798248291,6.02274,51.0,200.0,10
42,2,MapOutlier,,,,0.0,6.02274,,,10
43,3,Avedmat,,,,0.0129280090332031,,,,10
44,0,1,0.6820261437908496,0.9106252628897286,0.994355431778524,5.477192163467407,5.52668,51.0,1.0,11
45,1,2,0.4371463252153074,0.8410868923612239,0.8663858627982256,220.26526165008545,5.52668,51.0,200.0,11
46,2,MapOutlier,,,,0.0,5.52668,,,11
47,3,Avedmat,,,,0.0129280090332031,,,,11
48,0,1,0.672875816993464,0.9167419542961076,0.9947785578155766,3.835717678070069,5.58957,51.0,1.0,12
49,1,2,0.4141154397094178,0.8273801276434151,0.8575452315409756,165.5157971382141,5.58957,51.0,200.0,12
50,2,MapOutlier,,,,0.0,5.58957,,,12
51,3,Avedmat,,,,0.0129280090332031,,,,12
52,0,1,0.6928638121915432,0.9220251435405676,0.9949220463390498,7.683638572692871,5.69459,51.0,1.0,13
53,1,2,0.4359159768750425,0.8415211266933165,0.873382398788412,202.29241013526917,5.69459,51.0,200.0,13
54,2,MapOutlier,,,,0.0,5.69459,,,13
55,3,Avedmat,,,,0.0129280090332031,,,,13
56,0,1,0.7056689342403627,0.923511836733428,0.9949072654057614,3.4122908115386963,5.55074,51.0,1.0,14
57,1,2,0.438147336322626,0.8366820216404764,0.8616698235121447,213.95872116088867,5.55074,51.0,200.0,14
58,2,MapOutlier,,,,0.0,5.55074,,,14
59,3,Avedmat,,,,0.0129280090332031,,,,14
60,0,1,0.6666666666666666,0.889147624762347,0.994510182007401,4.533980131149292,5.68548,51.0,1.0,15
61,1,2,0.436313513119941,0.8416843286180068,0.8668208385807503,179.91163110733032,5.68548,51.0,200.0,15
62,2,MapOutlier,,,,0.0,5.68548,,,15
63,3,Avedmat,,,,0.0129280090332031,,,,15
64,0,1,0.6494117647058824,0.9099105428732164,0.994238242034949,7.194960594177246,5.55384,51.0,1.0,16
65,1,2,0.4200344681609104,0.8312815583992418,0.8656527147831815,159.34296083450317,5.55384,51.0,200.0,16
66,2,MapOutlier,,,,0.0,5.55384,,,16
67,3,Avedmat,,,,0.0129280090332031,,,,16
68,0,1,0.7159868113912231,0.926791150198672,0.9946907131254888,6.3885581493377686,5.40746,51.0,1.0,17
69,1,2,0.4328819200210866,0.8387770441556406,0.8698393895175792,142.15055060386658,5.40746,51.0,200.0,17
70,2,MapOutlier,,,,0.0,5.40746,,,17
71,3,Avedmat,,,,0.0129280090332031,,,,17
72,0,1,0.5931372549019608,0.8935284625278016,0.9946179334183308,2.662942886352539,5.66734,51.0,1.0,18
73,1,2,0.4255310714326766,0.8333876079222953,0.8669746993915756,192.2073495388031,5.66734,51.0,200.0,18
74,2,MapOutlier,,,,0.0,5.66734,,,18
75,3,Avedmat,,,,0.0129280090332031,,,,18
76,0,1,0.7151698179271708,0.9265364947853048,0.9950020849355476,5.489289045333862,5.60637,51.0,1.0,19
77,1,2,0.4387968951455563,0.8360211079002722,0.8630965527501457,166.57409691810608,5.60637,51.0,200.0,19
78,2,MapOutlier,,,,0.0,5.60637,,,19
79,3,Avedmat,,,,0.0129280090332031,,,,19
80,0,1,0.6949446445244764,0.918700946611974,0.9942410268862284,6.222262382507324,5.55602,51.0,1.0,20
81,1,2,0.4255855851265466,0.8378483243685539,0.8699226435442882,155.24682927131653,5.55602,51.0,200.0,20
82,2,MapOutlier,,,,0.0,5.55602,,,20
83,3,Avedmat,,,,0.0129280090332031,,,,20
84,0,1,0.683714596949891,0.9163168925160124,0.9947436696518824,3.4825961589813232,5.55479,51.0,1.0,21
85,1,2,0.4301382846765819,0.8382659884341483,0.8667994652757749,179.4812273979187,5.55479,51.0,200.0,21
86,2,MapOutlier,,,,0.0,5.55479,,,21
87,3,Avedmat,,,,0.0129280090332031,,,,21
88,0,1,0.7075363478724823,0.9242626415733108,0.9951826392088304,6.779969692230225,5.75552,51.0,1.0,22
89,1,2,0.434673593600206,0.8385816995120765,0.8643239162249273,210.7946071624756,5.75552,51.0,200.0,22
90,2,MapOutlier,,,,0.0,5.75552,,,22
91,3,Avedmat,,,,0.0129280090332031,,,,22
92,0,1,0.6887154861944778,0.9236697608683304,0.9949427308394656,4.370535135269165,5.83204,51.0,1.0,23
93,1,2,0.4365911686765115,0.8389465197537265,0.8682937045082613,172.7468068599701,5.83204,51.0,200.0,23
94,2,MapOutlier,,,,0.0,5.83204,,,23
95,3,Avedmat,,,,0.0129280090332031,,,,23
96,0,1,0.6675070028011205,0.92265704120444,0.99493999113402,2.4276177883148193,5.74527,51.0,1.0,24
97,1,2,0.4268300455132285,0.8375833713194097,0.8763302506773093,220.99920105934143,5.74527,51.0,200.0,24
98,2,MapOutlier,,,,0.0,5.74527,,,24
99,3,Avedmat,,,,0.0129280090332031,,,,24
100,0,1,0.6773042550353475,0.918873384435972,0.9942812241355778,4.961009502410889,5.30104,51.0,1.0,25
101,1,2,0.4224495528608378,0.8340572361581543,0.8666556463664871,158.75798964500427,5.30104,51.0,200.0,25
102,2,MapOutlier,,,,0.0,5.30104,,,25
103,3,Avedmat,,,,0.0129280090332031,,,,25
104,0,1,0.6684407096171802,0.9226427273525512,0.9947677916373524,3.5634326934814453,5.55442,51.0,1.0,26
105,1,2,0.4336099629556982,0.839449789191573,0.8722539944017346,184.91583919525144,5.55442,51.0,200.0,26
106,2,MapOutlier,,,,0.0,5.55442,,,26
107,3,Avedmat,,,,0.0129280090332031,,,,26
108,0,1,0.6703159041394335,0.9181254854206092,0.9949909296275412,8.421433925628662,5.82619,51.0,1.0,27
109,1,2,0.4265424855191918,0.8329528160003907,0.8706413505391699,202.5971245765686,5.82619,51.0,200.0,27
110,2,MapOutlier,,,,0.0,5.82619,,,27
111,3,Avedmat,,,,0.0129280090332031,,,,27
112,0,1,0.7143148926237162,0.9188311921565916,0.994706644508762,4.796931505203247,5.72271,51.0,1.0,28
113,1,2,0.4358121253021046,0.8384825777575577,0.8698367120399989,224.87662291526792,5.72271,51.0,200.0,28
114,2,MapOutlier,,,,0.0,5.72271,,,28
115,3,Avedmat,,,,0.0129280090332031,,,,28
116,0,1,0.69880174291939,0.9158939726810148,0.9948034639014772,5.890939712524414,5.55667,51.0,1.0,29
117,1,2,0.4373097088380393,0.838217415966914,0.8646544788487653,161.87774920463562,5.55667,51.0,200.0,29
118,2,MapOutlier,,,,0.0,5.55667,,,29
119,3,Avedmat,,,,0.0129280090332031,,,,29
120,0,1,0.6843404028277977,0.9175479075360662,0.9949532596315674,5.4290852546691895,5.81548,51.0,1.0,30
121,1,2,0.4233686449509767,0.8317850697822861,0.863961790171967,182.15073490142825,5.81548,51.0,200.0,30
122,2,MapOutlier,,,,0.0,5.81548,,,30
123,3,Avedmat,,,,0.0129280090332031,,,,30
124,0,1,0.6744364412431639,0.9162215267641042,0.994072774251254,3.3664348125457764,5.4597,51.0,1.0,31
125,1,2,0.4286230371947183,0.8357201438955849,0.868574174228287,220.66905808448792,5.4597,51.0,200.0,31
126,2,MapOutlier,,,,0.0,5.4597,,,31
127,3,Avedmat,,,,0.0129280090332031,,,,31
128,0,1,0.7056489262371616,0.9236496638298364,0.9949531612111784,4.701844215393066,5.62917,51.0,1.0,32
129,1,2,0.4329236540045406,0.8418147758643483,0.8734177499292114,161.69761061668396,5.62917,51.0,200.0,32
130,2,MapOutlier,,,,0.0,5.62917,,,32
131,3,Avedmat,,,,0.0129280090332031,,,,32
132,0,1,0.7039549152994532,0.9200329763552164,0.9948386079888816,4.792592287063599,5.67952,51.0,1.0,33
133,1,2,0.4375834076697673,0.8355054633379008,0.8640708911684613,202.78919434547424,5.67952,51.0,200.0,33
134,2,MapOutlier,,,,0.0,5.67952,,,33
135,3,Avedmat,,,,0.0129280090332031,,,,33
136,0,1,0.6861655773420479,0.919914257628708,0.9950007110436484,4.130696773529053,5.65757,51.0,1.0,34
137,1,2,0.4392408597448083,0.8389904608281308,0.8677973700670364,164.37851643562317,5.65757,51.0,200.0,34
138,2,MapOutlier,,,,0.0,5.65757,,,34
139,3,Avedmat,,,,0.0129280090332031,,,,34
140,0,1,0.6677737761771375,0.9191328371841888,0.9944655001008889,5.3041181564331055,5.75719,51.0,1.0,35
141,1,2,0.4336725045074222,0.8391203162792263,0.8722518108744822,175.9981827735901,5.75719,51.0,200.0,35
142,2,MapOutlier,,,,0.0,5.75719,,,35
143,3,Avedmat,,,,0.0129280090332031,,,,35
144,0,1,0.6874149659863945,0.921091450559586,0.9944886227017165,3.9145100116729736,5.42318,51.0,1.0,36
145,1,2,0.4229236423496433,0.8336298869320606,0.8678116295100723,155.32798624038696,5.42318,51.0,200.0,36
146,2,MapOutlier,,,,0.0,5.42318,,,36
147,3,Avedmat,,,,0.0129280090332031,,,,36
148,0,1,0.6970855008670134,0.9267640435264218,0.9949611224419418,4.156806468963623,5.56086,51.0,1.0,37
149,1,2,0.4284156965181766,0.8404032356491103,0.874168530218889,187.83686757087708,5.56086,51.0,200.0,37
150,2,MapOutlier,,,,0.0,5.56086,,,37
151,3,Avedmat,,,,0.0129280090332031,,,,37
152,0,1,0.6382352941176471,0.9093302142982724,0.9942740477668032,5.277799844741821,5.63221,51.0,1.0,38
153,1,2,0.4249188283400548,0.831098646109256,0.8634196827800298,191.49227499961853,5.63221,51.0,200.0,38
154,2,MapOutlier,,,,0.0,5.63221,,,38
155,3,Avedmat,,,,0.0129280090332031,,,,38
156,0,1,0.6581699346405229,0.9056739774197572,0.9937261346925274,4.121305465698242,5.23819,51.0,1.0,39
157,1,2,0.4271191136362477,0.8358653198952272,0.8675344484751448,161.2101550102234,5.23819,51.0,200.0,39
158,2,MapOutlier,,,,0.0,5.23819,,,39
159,3,Avedmat,,,,0.0129280090332031,,,,39
160,0,1,0.6662745098039216,0.9122884853452256,0.9944111994548924,3.582765817642212,5.39143,51.0,1.0,40
161,1,2,0.4227874711514929,0.8354055663433012,0.8706816902650686,134.92213129997253,5.39143,51.0,200.0,40
162,2,MapOutlier,,,,0.0,5.39143,,,40
163,3,Avedmat,,,,0.0129280090332031,,,,40
164,0,1,0.7244631185807656,0.92539081337823,0.9949087076864268,4.830195665359497,5.56956,51.0,1.0,41
165,1,2,0.4402270626648111,0.8420713523984195,0.8705229773488341,152.5789737701416,5.56956,51.0,200.0,41
166,2,MapOutlier,,,,0.0,5.56956,,,41
167,3,Avedmat,,,,0.0129280090332031,,,,41
168,0,1,0.6929305055355475,0.9215475445711548,0.9956211749952896,8.852227210998535,6.04829,51.0,1.0,42
169,1,2,0.4381402201092574,0.8380904393709794,0.8632267528076709,218.59616589546204,6.04829,51.0,200.0,42
170,2,MapOutlier,,,,0.0,6.04829,,,42
171,3,Avedmat,,,,0.0129280090332031,,,,42
172,0,1,0.6615686274509803,0.912491970714033,0.994744485221396,4.531225919723511,5.43235,51.0,1.0,43
173,1,2,0.441466437669908,0.8403254489523184,0.8626841954101638,164.9554238319397,5.43235,51.0,200.0,43
174,2,MapOutlier,,,,0.0,5.43235,,,43
175,3,Avedmat,,,,0.0129280090332031,,,,43
176,0,1,0.703094571161798,0.9291753136451856,0.9954656585542736,3.4005680084228516,5.97142,51.0,1.0,44
177,1,2,0.4347690663524569,0.8429435302545881,0.8775370488863286,250.21709513664248,5.97142,51.0,200.0,44
178,2,MapOutlier,,,,0.0,5.97142,,,44
179,3,Avedmat,,,,0.0129280090332031,,,,44
180,0,1,0.6903428037881819,0.9265069412894822,0.995314655583596,4.7005274295806885,6.01049,51.0,1.0,45
181,1,2,0.423972452656846,0.8351027963529175,0.8769305202726192,204.63045716285703,6.01049,51.0,200.0,45
182,2,MapOutlier,,,,0.0,6.01049,,,45
183,3,Avedmat,,,,0.0129280090332031,,,,45
184,0,1,0.7007625272331155,0.9181776572689656,0.994788477493717,12.20443058013916,5.88225,51.0,1.0,46
185,1,2,0.4335759132174696,0.8408316064052812,0.8698932556869986,195.9473562240601,5.88225,51.0,200.0,46
186,2,MapOutlier,,,,0.0,5.88225,,,46
187,3,Avedmat,,,,0.0129280090332031,,,,46
188,0,1,0.6849673202614378,0.9108695421867766,0.994550969094222,4.076863050460815,5.55743,51.0,1.0,47
189,1,2,0.432640404127821,0.8402535294567027,0.866126912461775,169.7620713710785,5.55743,51.0,200.0,47
190,2,MapOutlier,,,,0.0,5.55743,,,47
191,3,Avedmat,,,,0.0129280090332031,,,,47
192,0,1,0.7157271241830065,0.9254140788952676,0.9950387226498127,5.834622144699097,5.98286,51.0,1.0,48
193,1,2,0.4368861891184782,0.8389986900811944,0.8692559211420858,233.0347650051117,5.98286,51.0,200.0,48
194,2,MapOutlier,,,,0.0,5.98286,,,48
195,3,Avedmat,,,,0.0129280090332031,,,,48
196,0,1,0.7120739962651728,0.9304133797459816,0.9952568881945772,3.838000059127808,5.78751,51.0,1.0,49
197,1,2,0.4316042646869322,0.8411799055039707,0.8763930711271787,172.40180706977844,5.78751,51.0,200.0,49
198,2,MapOutlier,,,,0.0,5.78751,,,49
199,3,Avedmat,,,,0.0129280090332031,,,,49
