-5.409839749336242676e-01,-3.927413746714591980e-02
-5.406083464622497559e-01,-3.887807205319404602e-02
-5.410682559013366699e-01,-3.884277120232582092e-02
-5.408152341842651367e-01,-3.930073976516723633e-02
-5.407842397689819336e-01,-3.925078734755516052e-02
-5.397410392761230469e-01,-3.976543992757797241e-02
-5.357285141944885254e-01,-4.235916584730148315e-02
-5.283771753311157227e-01,-4.651477560400962830e-02
-5.087537765502929688e-01,-5.306052789092063904e-02
-4.893186390399932861e-01,-6.371513754129409790e-02
-4.673455655574798584e-01,-6.787250190973281860e-02
-4.398179948329925537e-01,-7.754769921302795410e-02
-4.049114584922790527e-01,-8.248706161975860596e-02
-3.862155675888061523e-01,-8.180286735296249390e-02
-3.562402427196502686e-01,-7.446906715631484985e-02
-3.340257108211517334e-01,-7.406965643167495728e-02
-3.056658208370208740e-01,-7.026144862174987793e-02
-2.861515283584594727e-01,-6.727436929941177368e-02
-2.620111703872680664e-01,-6.768971681594848633e-02
-2.423698008060455322e-01,-6.115490943193435669e-02
-2.172755300998687744e-01,-5.781540647149085999e-02
-1.934695541858673096e-01,-5.558514967560768127e-02
-1.674858480691909790e-01,-5.755387991666793823e-02
-1.350936144590377808e-01,-5.511306226253509521e-02
-1.018696203827857971e-01,-5.252657458186149597e-02
-7.108065485954284668e-02,-5.626157298684120178e-02
-4.226778075098991394e-02,-4.988667741417884827e-02
-1.128088124096393585e-02,-4.834327101707458496e-02
8.897968567907810211e-03,-4.964955151081085205e-02
4.349676147103309631e-02,-5.351078137755393982e-02
6.381918489933013916e-02,-5.578600987792015076e-02
8.652659505605697632e-02,-5.449182540178298950e-02
1.188994199037551880e-01,-6.392280012369155884e-02
1.591731756925582886e-01,-7.983720302581787109e-02
1.847361028194427490e-01,-7.911670953035354614e-02
2.020602822303771973e-01,-7.886128127574920654e-02
2.248339056968688965e-01,-8.111847192049026489e-02
2.266189306974411011e-01,-9.862542152404785156e-02
2.462660074234008789e-01,-9.867742657661437988e-02
2.492239177227020264e-01,-1.083682924509048462e-01
2.581148743629455566e-01,-1.129150018095970154e-01
2.550074160099029541e-01,-1.280293166637420654e-01
2.707576155662536621e-01,-1.216748803853988647e-01
2.654783129692077637e-01,-1.312880367040634155e-01
2.698753476142883301e-01,-1.358444541692733765e-01
2.802737355232238770e-01,-1.298673897981643677e-01
2.733846902847290039e-01,-1.410557329654693604e-01
2.718693614006042480e-01,-1.515938639640808105e-01
2.770576477050781250e-01,-1.464047878980636597e-01
2.874350547790527344e-01,-1.450920850038528442e-01
2.812510132789611816e-01,-1.515614986419677734e-01
2.899960875511169434e-01,-1.480062603950500488e-01
2.798319756984710693e-01,-1.584116220474243164e-01
2.951166033744812012e-01,-1.480558812618255615e-01
2.871930301189422607e-01,-1.554627418518066406e-01
2.912150621414184570e-01,-1.577142775058746338e-01
2.964692115783691406e-01,-1.566559523344039917e-01
2.982355058193206787e-01,-1.610966473817825317e-01
2.992267906665802002e-01,-1.641273647546768188e-01
3.003285527229309082e-01,-1.726045161485671997e-01
3.089725077152252197e-01,-1.644855886697769165e-01
3.060354590415954590e-01,-1.706965118646621704e-01
3.112002015113830566e-01,-1.757962405681610107e-01
