-4.047499597072601318e-01,-4.652704298496246338e-01
-3.492990434169769287e-01,-4.153859019279479980e-01
-2.772294878959655762e-01,-4.453895390033721924e-01
-3.247980475425720215e-01,-4.914630949497222900e-01
-2.864623367786407471e-01,-4.091182053089141846e-01
-2.743813395500183105e-01,-4.933502972126007080e-01
-2.790376245975494385e-01,-4.914473593235015869e-01
-4.044905006885528564e-01,-4.142630100250244141e-01
-4.155923128128051758e-01,-3.865262567996978760e-01
-2.643070220947265625e-01,-4.848712384700775146e-01
-2.950456440448760986e-01,-4.520765542984008789e-01
-2.572875916957855225e-01,-4.871891736984252930e-01
-3.115228116512298584e-01,-4.734463691711425781e-01
-3.630376756191253662e-01,-4.373571872711181641e-01
-2.901629805564880371e-01,-3.540039062500000000e-01
-3.150334358215332031e-01,-3.536499738693237305e-01
-2.805275619029998779e-01,-4.593091309070587158e-01
-2.589111030101776123e-01,-5.017962455749511719e-01
-2.529059648513793945e-01,-3.630138039588928223e-01
-2.823128402233123779e-01,-3.762798905372619629e-01
-2.656427025794982910e-01,-4.188793003559112549e-01
-3.337966799736022949e-01,-4.608699083328247070e-01
-2.589164674282073975e-01,-3.353675901889801025e-01
-2.374861687421798706e-01,-4.903078377246856689e-01
-3.609327375888824463e-01,-3.716678619384765625e-01
-2.045458704233169556e-01,-4.688026905059814453e-01
-3.218022584915161133e-01,-3.262770771980285645e-01
-3.707095682621002197e-01,-3.829872906208038330e-01
-2.385190725326538086e-01,-3.372334241867065430e-01
-2.893472909927368164e-01,-4.792610406875610352e-01
-2.945782840251922607e-01,-3.142657577991485596e-01
-2.146425694227218628e-01,-4.942212402820587158e-01
-3.459234237670898438e-01,-3.765822649002075195e-01
-3.377607762813568115e-01,-4.885744750499725342e-01
-4.033482968807220459e-01,-4.418866336345672607e-01
-3.942089378833770752e-01,-3.309907913208007812e-01
-3.519360721111297607e-01,-3.297615647315979004e-01
-2.685032784938812256e-01,-2.422199249267578125e-01
-2.340384274721145630e-01,-3.035660982131958008e-01
-1.652024537324905396e-01,-2.603701949119567871e-01
-1.372882574796676636e-01,-1.810399442911148071e-01
-2.205270081758499146e-01,-3.108107447624206543e-01
-2.474006861448287964e-01,-4.250407218933105469e-01
-2.508114576339721680e-01,-4.559922516345977783e-01
-2.763055264949798584e-01,-3.540974557399749756e-01
-1.967010796070098877e-01,-4.467614889144897461e-01
-2.062632888555526733e-01,-4.729574620723724365e-01
-2.356818169355392456e-01,-4.354042112827301025e-01
-1.938446760177612305e-01,-4.488717019557952881e-01
-1.852545142173767090e-01,-3.059207201004028320e-01
-2.271188795566558838e-01,-4.587352275848388672e-01
-2.006505429744720459e-01,-3.874667584896087646e-01
-2.042447775602340698e-01,-4.109406471252441406e-01
-1.704328507184982300e-01,-4.533984661102294922e-01
-1.528454720973968506e-01,-4.600131809711456299e-01
-1.606181412935256958e-01,-4.647347033023834229e-01
-1.911211162805557251e-01,-4.797741770744323730e-01
-1.426881849765777588e-01,-4.539109766483306885e-01
-1.456517428159713745e-01,-3.552528619766235352e-01
-1.389920860528945923e-01,-3.578368723392486572e-01
-2.181943506002426147e-01,-3.560294508934020996e-01
