,index,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit,rep
0,0,1,0.37888337321982,0.8094742210697075,0.887432885438363,241.75805521011353,7.95475,200.0,1.0,0
1,1,2,0.3786152585710809,0.8187216265800331,0.8576212131370136,6.706784725189209,7.95475,200.0,74.0,0
2,2,3,0.4973212031751876,0.8549084667210598,0.8231346440875422,73.96480751037598,7.95475,500.0,86.0,0
3,3,MapOutlier,,,,0.0,7.95475,,,0
4,4,Avedmat,,,,0.1262891292572021,,,,0
5,0,1,0.4055185570910837,0.8212687915863762,0.90077103098776,323.13522601127625,8.15453,200.0,1.0,1
6,1,2,0.3538499304062871,0.7957818167830174,0.855525348926977,9.875583410263062,8.15453,200.0,74.0,1
7,2,3,0.4831269579398621,0.85364100087872,0.8343535365221518,85.15562605857849,8.15453,500.0,86.0,1
8,3,MapOutlier,,,,0.0,8.15453,,,1
9,4,Avedmat,,,,0.1262891292572021,,,,1
10,0,1,0.3732772594490502,0.811972740425955,0.8913689976480696,131.25144815444946,7.99781,200.0,1.0,2
11,1,2,0.3370418140807668,0.7861657549568808,0.8469937702010271,7.169828414916992,7.99781,200.0,74.0,2
12,2,3,0.4649026101023712,0.859118386877434,0.8688121441052533,74.68585348129272,7.99781,500.0,86.0,2
13,3,MapOutlier,,,,0.0,7.99781,,,2
14,4,Avedmat,,,,0.1262891292572021,,,,2
15,0,1,0.3619967047344105,0.8087973553102215,0.8988049802154874,198.4856870174408,8.2325,200.0,1.0,3
16,1,2,0.3627010009761663,0.8166425671131097,0.8556248298917488,6.453307390213013,8.2325,200.0,74.0,3
17,2,3,0.4663180116402812,0.8392887028988446,0.8311058549188044,88.57393956184387,8.2325,500.0,86.0,3
18,3,MapOutlier,,,,0.0,8.2325,,,3
19,4,Avedmat,,,,0.1262891292572021,,,,3
20,0,1,0.3554460719595211,0.80631738925273,0.8806137506240508,93.8899655342102,7.71803,200.0,1.0,4
21,1,2,0.3441217524263344,0.7913884393727832,0.8257601020543069,6.510598421096802,7.71803,200.0,74.0,4
22,2,3,0.4639004678463114,0.8578508251747459,0.8588772855896013,74.66452503204346,7.71803,500.0,86.0,4
23,3,MapOutlier,,,,0.0,7.71803,,,4
24,4,Avedmat,,,,0.1262891292572021,,,,4
25,0,1,0.3818514423864655,0.8136181996850547,0.8954513380722187,274.957887172699,8.15929,200.0,1.0,5
26,1,2,0.3761361210405886,0.8296768086208207,0.8552453200048568,5.503365516662598,8.15929,200.0,74.0,5
27,2,3,0.4202639875992654,0.8199349317120075,0.8484905881358233,107.85681200027466,8.15929,500.0,86.0,5
28,3,MapOutlier,,,,0.0,8.15929,,,5
29,4,Avedmat,,,,0.1459283828735351,,,,5
30,0,1,0.3806056690616402,0.8102295680580779,0.8833915909441188,211.48704290390015,8.42176,200.0,1.0,6
31,1,2,0.3592496884875815,0.8140522986200139,0.8354909200106405,5.747356653213501,8.42176,200.0,74.0,6
32,2,3,0.4620846328730447,0.8328592117398915,0.8109085487780564,96.99319863319396,8.42176,500.0,86.0,6
33,3,MapOutlier,,,,0.0,8.42176,,,6
34,4,Avedmat,,,,0.1459283828735351,,,,6
35,0,1,0.3617865338020365,0.8108649509602947,0.8970557175790018,236.1625440120697,8.24066,200.0,1.0,7
36,1,2,0.3871632066050903,0.8230563321314031,0.8648597065540538,7.04338264465332,8.24066,200.0,74.0,7
37,2,3,0.4706824245154306,0.8396647150547234,0.8180753717368282,59.91699695587158,8.24066,500.0,86.0,7
38,3,MapOutlier,,,,0.0,8.24066,,,7
39,4,Avedmat,,,,0.1459283828735351,,,,7
40,0,1,0.3411068214715727,0.8023378951440617,0.8907865843289884,176.40189909934998,8.27586,200.0,1.0,8
41,1,2,0.3364584232770814,0.8025536372591932,0.8484442738922741,7.140478849411011,8.27586,200.0,74.0,8
42,2,3,0.4773694173672043,0.8459609305898139,0.8411586561066456,125.1512496471405,8.27586,500.0,86.0,8
43,3,MapOutlier,,,,0.0,8.27586,,,8
44,4,Avedmat,,,,0.1459283828735351,,,,8
45,0,1,0.3863930014430838,0.8135308482833691,0.9009322089239276,238.22123622894287,8.21876,200.0,1.0,9
46,1,2,0.3813189737517446,0.8224191668345266,0.8770522657953649,6.227389097213745,8.21876,200.0,74.0,9
47,2,3,0.4613252988701107,0.8446071845378864,0.8326638500622254,66.93594527244568,8.21876,500.0,86.0,9
48,3,MapOutlier,,,,0.0,8.21876,,,9
49,4,Avedmat,,,,0.1459283828735351,,,,9
50,0,1,0.3842554577565414,0.8152603429141543,0.8963388030839392,371.541232585907,8.56068,200.0,1.0,10
51,1,2,0.3655228449964257,0.8160710072627061,0.8652015966046854,5.240115404129028,8.56068,200.0,74.0,10
52,2,3,0.4438418608003229,0.8464386996828573,0.8598650496189998,56.28419518470764,8.56068,500.0,86.0,10
53,3,MapOutlier,,,,0.0,8.56068,,,10
54,4,Avedmat,,,,0.1459283828735351,,,,10
55,0,1,0.393220951581243,0.81322514482498,0.9045361932748648,297.29372000694275,8.18779,200.0,1.0,11
