,index,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit,rep
0,0,1,0.61,0.9032814189126642,0.986550212766066,1.5688440799713137,6.46655,25.0,1.0,0
1,1,2,0.3843263517427897,0.8368409286060408,0.9010663931565136,71.40163350105286,6.46655,25.0,197.0,0
2,2,3,0.391488373613354,0.8106766125437491,0.8543729166094455,57.409316062927246,6.46655,500.0,77.0,0
3,3,MapOutlier,,,,0.0,6.46655,,,0
4,4,Avedmat,,,,0.0960297584533691,,,,0
5,0,1,0.68,0.884286057539002,0.9820233602904662,1.4824728965759275,6.46365,25.0,1.0,1
6,1,2,0.3961138880734645,0.8354940131690595,0.89624243360635,41.40789532661438,6.46365,25.0,197.0,1
7,2,3,0.4305400800069016,0.8268705948143457,0.8384310843723459,47.65745496749878,6.46365,500.0,77.0,1
8,3,MapOutlier,,,,0.0,6.46365,,,1
9,4,Avedmat,,,,0.0960297584533691,,,,1
10,0,1,0.7024000000000001,0.9326512564124828,0.9863405546461078,2.8405556678771973,6.79431,25.0,1.0,2
11,1,2,0.4105030161652355,0.8437172159158832,0.8985070012431497,48.33918309211731,6.79431,25.0,197.0,2
12,2,3,0.4407360235095554,0.8249280674601003,0.83710079626511,72.28861236572266,6.79431,500.0,77.0,2
13,3,MapOutlier,,,,0.0,6.79431,,,2
14,4,Avedmat,,,,0.0960297584533691,,,,2
15,0,1,0.56,0.9071892090107222,0.986306157534998,4.242827892303467,6.90596,25.0,1.0,3
16,1,2,0.3935354837180778,0.844468496473248,0.9076821364904184,58.1228244304657,6.90596,25.0,197.0,3
17,2,3,0.3831598734731951,0.8065869616267649,0.8460060316734419,66.62156438827515,6.90596,500.0,77.0,3
18,3,MapOutlier,,,,0.0,6.90596,,,3
19,4,Avedmat,,,,0.0960297584533691,,,,3
20,0,1,0.56,0.8941665647912408,0.9847024072875684,1.6002116203308103,6.79008,25.0,1.0,4
21,1,2,0.3882331140619051,0.8376302699028727,0.9041957258572072,70.44736838340759,6.79008,25.0,197.0,4
22,2,3,0.4005823668325713,0.8095019442588468,0.8437741061469782,66.99822115898132,6.79008,500.0,77.0,4
23,3,MapOutlier,,,,0.0,6.79008,,,4
24,4,Avedmat,,,,0.0960297584533691,,,,4
25,0,1,0.665,0.9166803806930628,0.9841909711895712,0.993070125579834,6.40169,25.0,1.0,5
26,1,2,0.3818195679030852,0.837092612795247,0.8986539730950924,76.07579612731934,6.40169,25.0,197.0,5
27,2,3,0.3951437325952275,0.8105756042194089,0.851446309965952,65.82446670532227,6.40169,500.0,77.0,5
28,3,MapOutlier,,,,0.0,6.40169,,,5
29,4,Avedmat,,,,0.0944271087646484,,,,5
30,0,1,0.6789333333333334,0.927262218277826,0.9840061830559343,1.4694700241088867,6.47505,25.0,1.0,6
31,1,2,0.3876105505766924,0.8401675486353949,0.9024649149672144,35.35453486442566,6.47505,25.0,197.0,6
32,2,3,0.3739654907372226,0.8021773565916565,0.8572102970776206,60.708614349365234,6.47505,500.0,77.0,6
33,3,MapOutlier,,,,0.0,6.47505,,,6
34,4,Avedmat,,,,0.0944271087646484,,,,6
35,0,1,0.6699999999999999,0.9057436147659887,0.9862871583474806,1.7536842823028564,6.64584,25.0,1.0,7
36,1,2,0.3857116342403732,0.83674178447747,0.8991457039853367,81.86825966835022,6.64584,25.0,197.0,7
37,2,3,0.3823349912185054,0.8050189724068925,0.8507592931168998,65.67013502120972,6.64584,500.0,77.0,7
38,3,MapOutlier,,,,0.0,6.64584,,,7
39,4,Avedmat,,,,0.0944271087646484,,,,7
40,0,1,0.6608,0.9199410575757831,0.9835576431617042,1.5994999408721924,6.51354,25.0,1.0,8
41,1,2,0.4035877368785489,0.8459639705523424,0.8978163238575627,54.12554216384888,6.51354,25.0,197.0,8
42,2,3,0.4065022238309133,0.8133504339555696,0.8523841703174174,65.12446403503418,6.51354,500.0,77.0,8
43,3,MapOutlier,,,,0.0,6.51354,,,8
44,4,Avedmat,,,,0.0944271087646484,,,,8
