,index,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit,rep
0,0,1,0.3468139429306348,0.7987897833228091,0.8952402426444365,872.2237396240234,8.30955,300.0,1.0,0
1,1,2,0.4074929354892648,0.840866695562046,0.8875626032980174,2.2769546508789062,8.30955,300.0,30.0,0
2,2,3,0.4372485005130312,0.842564859419348,0.8573352848773674,75.25467085838318,8.30955,500.0,68.0,0
3,3,MapOutlier,,,,0.0,8.30955,,,0
4,4,Avedmat,,,,0.1414792537689209,,,,0
5,0,1,0.3236946872537742,0.793152121108997,0.8917890213366173,724.2019209861755,8.21075,300.0,1.0,1
6,1,2,0.3967718915049928,0.8336796399144196,0.8654911674992205,2.667619466781616,8.21075,300.0,30.0,1
7,2,3,0.4263138534384584,0.8400643794239617,0.8650530359468793,115.82039380073547,8.21075,500.0,68.0,1
8,3,MapOutlier,,,,0.0,8.21075,,,1
9,4,Avedmat,,,,0.1414792537689209,,,,1
10,0,1,0.3419893704960769,0.7982622746684398,0.8983312142939432,636.3764901161194,8.2378,300.0,1.0,2
11,1,2,0.4144391448907522,0.8408168974873721,0.8913389401087684,2.8148019313812256,8.2378,300.0,30.0,2
12,2,3,0.4664568472141336,0.839705326036047,0.8372215534413262,72.29155611991882,8.2378,500.0,68.0,2
13,3,MapOutlier,,,,0.0,8.2378,,,2
14,4,Avedmat,,,,0.1414792537689209,,,,2
15,0,1,0.3336349950666788,0.7976257284510129,0.8765024658294048,202.43195104599,8.53266,300.0,1.0,3
16,1,2,0.4235005364741662,0.8509410160465443,0.8585930093668951,2.2457339763641357,8.53266,300.0,30.0,3
17,2,3,0.4611411375371119,0.8410473859335723,0.8290188760327122,63.257166385650635,8.53266,500.0,68.0,3
18,3,MapOutlier,,,,0.0,8.53266,,,3
19,4,Avedmat,,,,0.1414792537689209,,,,3
20,0,1,0.3346447361523863,0.7968279645708061,0.8865618079628169,350.0068829059601,8.27112,300.0,1.0,4
21,1,2,0.382550738397122,0.8173526907766807,0.8715630660989969,2.281363010406494,8.27112,300.0,30.0,4
22,2,3,0.4746810748395348,0.8507043836129936,0.8300451750980761,73.6222927570343,8.27112,500.0,68.0,4
23,3,MapOutlier,,,,0.0,8.27112,,,4
24,4,Avedmat,,,,0.1414792537689209,,,,4
25,0,1,0.3239329630505408,0.7904500233383455,0.893837389256428,659.7709815502167,8.11645,300.0,1.0,5
26,1,2,0.4096084536595207,0.8453894591908722,0.8854379098463885,2.3997156620025635,8.11645,300.0,30.0,5
27,2,3,0.4462775028271732,0.8471447301665809,0.8538271349188462,74.74739718437195,8.11645,500.0,68.0,5
28,3,MapOutlier,,,,0.0,8.11645,,,5
29,4,Avedmat,,,,0.1355936527252197,,,,5
30,0,1,0.3382310611592483,0.7961959364117082,0.8790555938999389,467.00808095932007,7.96452,300.0,1.0,6
31,1,2,0.3903013112770502,0.8198863669584464,0.8678636431426981,2.246975898742676,7.96452,300.0,30.0,6
32,2,3,0.4643766014635499,0.8495995862789089,0.827002243989147,64.19545030593872,7.96452,500.0,68.0,6
33,3,MapOutlier,,,,0.0,7.96452,,,6
34,4,Avedmat,,,,0.1355936527252197,,,,6
35,0,1,0.3209827840086333,0.7899119516323332,0.8490939923922639,258.0057747364044,7.68364,300.0,1.0,7
36,1,2,0.3784053499597644,0.8087172414985018,0.8461518277418042,2.0304062366485596,7.68364,300.0,30.0,7
37,2,3,0.4757470248334224,0.8509121235523017,0.816750365944476,52.650031328201294,7.68364,500.0,68.0,7
38,3,MapOutlier,,,,0.0,7.68364,,,7
39,4,Avedmat,,,,0.1355936527252197,,,,7
40,0,1,0.3384293092602107,0.7992618901275906,0.8812571230212138,698.9911892414093,8.2244,300.0,1.0,8
41,1,2,0.4305170789385608,0.8475760571558578,0.8769680926210596,2.209859609603882,8.2244,300.0,30.0,8
42,2,3,0.4411520756977228,0.8346571755334473,0.8106858891094092,52.52396106719971,8.2244,500.0,68.0,8
43,3,MapOutlier,,,,0.0,8.2244,,,8
44,4,Avedmat,,,,0.1355936527252197,,,,8
45,0,1,0.3386880253233114,0.8013893323167376,0.8940789986849215,771.0487654209137,8.38835,300.0,1.0,9
46,1,2,0.4023434251732335,0.8280458117602018,0.865334739773593,3.0022473335266113,8.38835,300.0,30.0,9
